,id,identity,path,split,keypoints
77,026bc7b82d2486d4,23_qiubang,iPanda50-images/23_qiubang/23_v002_f001180.jpg,train,"[nan, nan, nan, nan, 97.79545454545453, 340.34090909090907, 91.54545454545453, 328.97727272727275]"
78,0270f02853961db2,18_miaomiao,iPanda50-images/18_miaomiao/18_1.jpg,train,"[nan, nan, nan, nan, 98.76190476190476, 202.8253968253968, 92.41269841269842, 164.73015873015873]"
79,0291b9d05a087e03,48_yongbang,iPanda50-images/48_yongbang/48_v012_f000185.jpg,train,"[113.66666666666666, 407.0, 96.33333333333334, 375.0, 160.33333333333331, 344.3333333333333, 151.0, 312.3333333333333]"
80,0297f55154f17cfb,46_yazhu,iPanda50-images/46_yazhu/46_v012_f000405.jpg,train,"[nan, nan, nan, nan, nan, nan, nan, nan]"
81,02a21a9e2267a49c,16_maotao,iPanda50-images/16_maotao/16_v016_f000005.jpg,test,"[1478.888888888889, 487.44444444444446, 1472.2222222222222, 436.33333333333337, 1392.2222222222222, 585.2222222222222, 1365.5555555555554, 534.1111111111111]"
82,02bfebe72ee2e13a,33_wuyi,iPanda50-images/33_wuyi/33_v100_f003655.jpg,test,"[297.77685950413223, 291.56198347107437, 302.73553719008265, 259.3305785123967, 362.23966942148763, 260.9834710743802, 362.23966942148763, 239.49586776859505]"
83,02c43b54a918d025,13_jingliang,iPanda50-images/13_jingliang/13_v083_f000340.jpg,train,"[223.49664429530202, 155.70469798657717, 222.48993288590603, 145.3020134228188, nan, nan, nan, nan]"
84,02d37adae1e0799e,37_xinger,iPanda50-images/37_xinger/37_v031_f001180.jpg,train,"[nan, nan, nan, nan, 357.64705882352945, 208.23529411764707, 341.1764705882353, 177.64705882352942]"
85,02d509b6785bbaca,08_fulai,iPanda50-images/08_fulai/08_v001_f000465.jpg,train,"[nan, nan, nan, nan, nan, nan, nan, nan]"
86,02dfc64725a6e876,09_fushun,iPanda50-images/09_fushun/09_v005_f001345.jpg,train,"[298.98507462686564, 394.55223880597015, 281.07462686567163, 300.5223880597015, 524.3582089552239, 352.76119402985074, 469.1343283582089, 266.19402985074623]"
87,02e4c7dc6e0b477e,40_xingrong,iPanda50-images/40_xingrong/40_v159_f000490.jpg,train,"[76.202492211838, 24.610591900311526, 78.69470404984423, 18.068535825545172, nan, nan, nan, nan]"
88,02e7d25ea682ff4a,22_nini,iPanda50-images/22_nini/22_v018_f003120.jpg,train,"[107.468085106383, 408.2198581560284, 115.97872340425533, 385.5248226950355, 52.14893617021278, 400.4184397163121, 41.51063829787235, 377.01418439716315]"
89,02e92626705e1e84,49_yuanrun,iPanda50-images/49_yuanrun/49_20150206-085020_幼年园_园润倒退下坡，思一连忙追赶_665.jpg,train,"[nan, nan, nan, nan, 51.72727272727272, 226.36363636363635, 51.272727272727266, 214.54545454545453]"
90,02f7a1ae34695fb4,09_fushun,iPanda50-images/09_fushun/09_v016_f002490.jpg,train,"[62.86335403726707, 151.5527950310559, 56.65217391304347, 132.29813664596273, 123.73291925465838, 163.9751552795031, 110.06832298136646, 136.02484472049687]"
91,03006d68ccb9af57,28_sa,iPanda50-images/28_sa/28_v102_f002820.jpg,train,"[307.1111111111111, 121.33333333333333, 305.3333333333333, 106.66666666666667, nan, nan, nan, nan]"
92,03370a09a6c6e9f5,48_yongbang,iPanda50-images/48_yongbang/48_v106_f000620.jpg,train,"[nan, nan, nan, nan, nan, nan, nan, nan]"
93,034854c6a90b88e3,47_yingying,iPanda50-images/47_yingying/47_v073_f000855.jpg,train,"[78.73076923076923, 164.3846153846154, 77.76923076923077, 140.34615384615384, 145.07692307692307, 157.65384615384616, 131.6153846153846, 127.84615384615384]"
94,0382996e35f9ce02,28_sa,iPanda50-images/28_sa/28_v028_f000040.jpg,train,"[37.97222222222223, 63.58333333333334, 41.44444444444444, 40.66666666666667, 86.58333333333334, 52.47222222222222, 75.47222222222223, 38.583333333333336]"
95,03a593177c270236,15_maosun,iPanda50-images/15_maosun/15_v006_f001040.jpg,train,"[23.0, 223.88888888888889, 20.222222222222214, 211.66666666666666, 70.22222222222223, 232.77777777777777, 65.22222222222223, 212.77777777777777]"
96,03ae1d927bc826fb,39_xinghui,iPanda50-images/39_xinghui/39_v009_f000460.jpg,train,"[510.48314606741576, 211.23595505617976, 531.8314606741573, 159.5505617977528, 648.685393258427, 206.74157303370785, 627.3370786516854, 164.04494382022472]"
97,03afd761102e19b0,20_nike,iPanda50-images/20_nike/20_v002_f000795.jpg,test,"[nan, nan, nan, nan, 43.44859813084112, 131.30841121495325, 43.44859813084112, 121.9626168224299]"
98,03bdbf08946c0d2f,43_yaxing,iPanda50-images/43_yaxing/43_v018_f000630.jpg,train,"[nan, nan, nan, nan, 79.95238095238095, 68.95238095238095, 86.75510204081633, 54.66666666666667]"
99,03c7c89df472dc12,47_yingying,iPanda50-images/47_yingying/47_v280_f002505.jpg,train,"[349.11764705882354, 423.94117647058823, 362.3529411764705, 371.0, nan, nan, nan, nan]"
100,03cb71a4639fbf12,13_jingliang,iPanda50-images/13_jingliang/13_v070_f001015.jpg,train,"[149.74193548387098, 135.48387096774192, 154.25806451612902, 119.35483870967741, 196.19354838709677, 156.1290322580645, 196.83870967741936, 130.96774193548387]"
101,03ce57510fe578eb,41_xingxiao,iPanda50-images/41_xingxiao/41_v028_f001880.jpg,train,"[nan, nan, nan, nan, nan, nan, nan, nan]"
102,03d1ccd07f18b1a8,47_yingying,iPanda50-images/47_yingying/47_v030_f000385.jpg,train,"[264.51063829787233, 178.85106382978722, 290.04255319148933, 156.51063829787233, 346.4255319148936, 203.3191489361702, 346.4255319148936, 178.85106382978722]"
103,03d370ff695adf3b,33_wuyi,iPanda50-images/33_wuyi/33_v138_f002745.jpg,train,"[43.09090909090908, 375.3636363636363, 43.09090909090908, 348.09090909090907, 107.63636363636363, 407.18181818181813, 110.36363636363635, 378.99999999999994]"
104,03f32080a642368f,26_qiyuan,iPanda50-images/26_qiyuan/26_v062_f003715.jpg,train,"[102.48275862068965, 213.79310344827587, 103.86206896551724, 198.6206896551724, 150.0689655172414, 228.96551724137933, 147.31034482758622, 206.20689655172416]"
105,03f327943546b97e,47_yingying,iPanda50-images/47_yingying/47_v210_f000005.jpg,train,"[nan, nan, nan, nan, nan, nan, nan, nan]"
106,03fd72cd4d7e6a20,13_jingliang,iPanda50-images/13_jingliang/13_v021_f000330.jpg,train,"[31.171717171717177, 100.02020202020202, 32.18181818181819, 76.78787878787878, 129.15151515151513, 104.06060606060606, 115.01010101010104, 67.6969696969697]"
107,03fedc3c536f8604,18_miaomiao,iPanda50-images/18_miaomiao/18_v007_f001850.jpg,train,"[nan, nan, nan, nan, 49.230769230769226, 83.6923076923077, 45.38461538461538, 74.84615384615384]"
108,040775ee01aa5814,10_hexing,iPanda50-images/10_hexing/10_v015_f000240.jpg,train,"[536.090909090909, 395.45454545454544, 533.3636363636364, 359.09090909090907, nan, nan, nan, nan]"
109,040e43403f102f2b,43_yaxing,iPanda50-images/43_yaxing/43_v033_f000610.jpg,train,"[162.5, 78.16666666666669, 152.5, 59.83333333333334, nan, nan, nan, nan]"
110,041009eb5e49ff09,07_chengshuang,iPanda50-images/07_chengshuang/07_v002_f001670.jpg,train,"[nan, nan, nan, nan, nan, nan, nan, nan]"
111,041f65dacd550d4e,26_qiyuan,iPanda50-images/26_qiyuan/26_v043_f000565.jpg,train,"[nan, nan, nan, nan, 75.6046511627907, 140.08527131782947, 74.05426356589146, 124.5813953488372]"
112,0421bad56dc78f58,12_jingjing,iPanda50-images/12_jingjing/12_v001_f001490.jpg,train,"[nan, nan, nan, nan, nan, nan, nan, nan]"
113,04223eae79404aeb,19_nannan,iPanda50-images/19_nannan/19_v015_f000025.jpg,test,"[244.33333333333337, 136.0952380952381, 233.61904761904765, 96.80952380952381, 326.4761904761905, 145.61904761904762, 326.4761904761905, 114.66666666666667]"
114,0423bcf49b043f39,08_fulai,iPanda50-images/08_fulai/08_v003_f003705.jpg,train,"[nan, nan, nan, nan, nan, nan, nan, nan]"
115,0429209e59244a4f,09_fushun,iPanda50-images/09_fushun/09_v023_f000400.jpg,test,"[nan, nan, nan, nan, nan, nan, nan, nan]"
116,042c9b6a056eb612,25_qiyi,iPanda50-images/25_qiyi/25_v017_f001905.jpg,train,"[nan, nan, nan, nan, 82.0909090909091, 272.1818181818182, 77.54545454545455, 236.95454545454544]"
117,04303b1560174c03,27_rourou,iPanda50-images/27_rourou/27_v013_f000005.jpg,train,"[144.0, 274.0, 149.0, 229.0, 275.25, 290.25, 252.75, 241.5]"
118,0433ca71acabba99,33_wuyi,iPanda50-images/33_wuyi/33_v015_f001105.jpg,test,"[373.4104046242775, 91.4335260115607, 374.5664739884393, 76.98265895953757, nan, nan, nan, nan]"
119,043917ca1d5d33d9,47_yingying,iPanda50-images/47_yingying/47_v001_f000615.jpg,train,"[402.09876543209873, 154.79012345679013, 413.2098765432098, 109.1111111111111, 519.3827160493827, 144.91358024691357, 494.69135802469134, 111.58024691358024]"
120,0445e4fb06e84fe8,19_nannan,iPanda50-images/19_nannan/19_v072_f000115.jpg,train,"[613.4705882352941, 130.64705882352942, 641.7058823529412, 105.94117647058823, 686.4117647058823, 170.64705882352942, 672.2941176470589, 130.64705882352942]"
121,044aec1906d1be66,47_yingying,iPanda50-images/47_yingying/47_v073_f000810.jpg,train,"[150.30578512396696, 246.93388429752068, 143.69421487603307, 223.79338842975207, 213.9421487603306, 194.04132231404958, 193.28099173553719, 171.72727272727272]"
122,044b89d52541b97f,10_hexing,iPanda50-images/10_hexing/10_v009_f000005.jpg,train,"[nan, nan, nan, nan, nan, nan, nan, nan]"
123,04529f2b537cb550,26_qiyuan,iPanda50-images/26_qiyuan/26_v120_f000060.jpg,test,"[nan, nan, nan, nan, nan, nan, nan, nan]"
124,0460371585e7ec99,00_aibang,iPanda50-images/00_aibang/00_v029_f005610.jpg,train,"[218.75728155339806, 162.07766990291262, 204.19417475728153, 131.0097087378641, 278.9514563106796, 147.51456310679612, 271.18446601941747, 121.30097087378641]"
125,04679371158809df,23_qiubang,iPanda50-images/23_qiubang/23_v001_f000200.jpg,train,"[nan, nan, nan, nan, nan, nan, nan, nan]"
126,04853e9c075f503e,30_shuqing,iPanda50-images/30_shuqing/30_v012_f000030.jpg,test,"[nan, nan, nan, nan, nan, nan, nan, nan]"
127,048db2a6421bd587,31_shurong,iPanda50-images/31_shurong/31_v007_f000945.jpg,train,"[449.29577464788736, 189.6760563380282, 446.47887323943667, 168.5492957746479, 414.08450704225356, 240.38028169014086, 402.81690140845075, 217.84507042253523]"
128,048eb3511a4b6447,31_shurong,iPanda50-images/31_shurong/31_v005_f004000.jpg,train,"[nan, nan, nan, nan, nan, nan, nan, nan]"
129,048fd245a7319125,13_jingliang,iPanda50-images/13_jingliang/13_v077_f000005.jpg,train,"[120.13043478260869, 48.4472049689441, 117.02484472049687, 40.683229813664596, nan, nan, nan, nan]"
130,04931fddf0db7e01,38_xingfan,iPanda50-images/38_xingfan/38_v005_f002605.jpg,test,"[398.6470588235294, 327.88235294117646, 432.47058823529403, 279.35294117647055, nan, nan, nan, nan]"
131,04933c6ce27b32d5,35_xilan,iPanda50-images/35_xilan/35_v066_f000305.jpg,train,"[1017.5, 626.0, 1092.5, 536.0, 1320.0, 703.5, 1327.5, 611.0]"
